# SHSynth 球谐综合结果  系数=shkit_coeffs.sh  nmax=12  高斯平滑=0 km  物理量=unknown
# shsynth_meta {"source_coeffs": "shkit_coeffs.sh", "source_coeffs_path": "D:\\华为家庭存储\\1_Joe Science Data\\1_1_GRACE\\1_data\\2_Level-2\\SHKit\\shkit_coeffs.sh", "nmax": 12, "coeff_nmax": 12, "ntime": 1, "time_index": 0, "field_unit_in": "unknown", "field_unit_out": "unknown", "gaussian_km": 0.0, "gaussian_method": null, "units": null, "producer": "SHSynth"}
lat,lon,value
12,121,-0.5494702984
12,121.5,-0.532711701
12,122,-0.5166041474
12,122.5,-0.5011499165
12,123,-0.4863476339
12,123.5,-0.4721922354
12,124,-0.4586749553
12,124.5,-0.4457833404
12,125,-0.4335012905
12,125.5,-0.4218091236
12,126,-0.4106836677
12,126.5,-0.4000983776
12,127,-0.3900234758
12,127.5,-0.3804261173
12,128,-0.3712705774
12,128.5,-0.3625184606
12,129,-0.3541289294
12,129.5,-0.3460589512
12,130,-0.3382635628
12,130.5,-0.330696148
12,131,-0.3233087292
12,131.5,-0.3160522682
12,132,-0.3088769761
12,132.5,-0.3017326276
12,133,-0.2945688799
12,133.5,-0.2873355912
12,134,-0.2799831382
12,134.5,-0.2724627288
12,135,-0.2647267081
12,135.5,-0.2567288554
12,136,-0.2484246698
12,136.5,-0.2397716408
12,137,-0.2307295045
12,137.5,-0.2212604804
12,138,-0.211329489
12,138.5,-0.2009043475
12,139,-0.1899559422
12,139.5,-0.1784583769
12,140,-0.1663890951
12.5,60,-2.376498096
12.5,60.5,-2.383778838
12.5,61,-2.390722787
12.5,61.5,-2.397276681
12.5,62,-2.403389416
12.5,62.5,-2.40901233
12.5,63,-2.414099469
12.5,63.5,-2.418607825
12.5,64,-2.422497561
12.5,64.5,-2.4257322
12.5,65,-2.42827879
12.5,65.5,-2.430108045
12.5,66,-2.431194458
12.5,66.5,-2.431516384
12.5,67,-2.431056095
12.5,67.5,-2.429799806
12.5,68,-2.427737682
12.5,68.5,-2.424863804
12.5,69,-2.42117612
12.5,69.5,-2.416676366
12.5,70,-2.411369963
12.5,70.5,-2.405265892
12.5,71,-2.398376546
12.5,71.5,-2.390717562
12.5,72,-2.382307638
12.5,72.5,-2.373168326
12.5,73,-2.363323816
12.5,73.5,-2.352800705
12.5,74,-2.341627756
12.5,74.5,-2.329835643
12.5,75,-2.317456695
12.5,75.5,-2.304524629
12.5,76,-2.291074285
12.5,76.5,-2.277141355
12.5,77,-2.262762111
12.5,77.5,-2.247973146
12.5,78,-2.232811102
12.5,78.5,-2.217312422
12.5,79,-2.201513092
12.5,79.5,-2.185448406
12.5,80,-2.169152734
12.5,80.5,-2.152659302
12.5,81,-2.135999989
12.5,81.5,-2.119205135
12.5,82,-2.102303361
12.5,82.5,-2.085321415
12.5,83,-2.068284022
12.5,83.5,-2.051213764
12.5,84,-2.034130967
12.5,84.5,-2.017053615
12.5,85,-1.999997277
12.5,85.5,-1.982975056
12.5,86,-1.965997557
12.5,86.5,-1.94907287
12.5,87,-1.932206577
12.5,87.5,-1.915401777
12.5,88,-1.898659121
12.5,88.5,-1.881976877
12.5,89,-1.865351004
12.5,89.5,-1.848775241
12.5,90,-1.832241222
12.5,90.5,-1.815738588
12.5,91,-1.799255135
12.5,91.5,-1.782776955
12.5,92,-1.7662886
12.5,92.5,-1.749773253
12.5,93,-1.733212911
12.5,93.5,-1.716588574
12.5,94,-1.699880441
12.5,94.5,-1.683068111
12.5,95,-1.666130794
12.5,95.5,-1.649047518
12.5,96,-1.631797341
12.5,96.5,-1.614359565
12.5,97,-1.596713943
12.5,97.5,-1.578840892
12.5,98,-1.560721694
12.5,98.5,-1.542338698
12.5,99,-1.52367551
12.5,99.5,-1.50471718
12.5,100,-1.485450376
12.5,100.5,-1.46586355
12.5,101,-1.445947092
12.5,101.5,-1.425693467
12.5,102,-1.405097345
12.5,102.5,-1.384155714
12.5,103,-1.36286797
12.5,103.5,-1.341236
12.5,104,-1.319264245
12.5,104.5,-1.29695974
12.5,105,-1.27433214
12.5,105.5,-1.251393727
12.5,106,-1.228159396
12.5,106.5,-1.204646619
12.5,107,-1.180875398
12.5,107.5,-1.156868186
12.5,108,-1.1326498
12.5,108.5,-1.108247309
12.5,109,-1.083689903
12.5,109.5,-1.05900875
12.5,110,-1.034236825
12.5,110.5,-1.009408738
12.5,111,-0.9845605282
12.5,111.5,-0.9597294637
12.5,112,-0.9349538119
12.5,112.5,-0.9102726084
12.5,113,-0.8857254116
12.5,113.5,-0.8613520509
12.5,114,-0.8371923671
12.5,114.5,-0.8132859483
12.5,115,-0.7896718631
12.5,115.5,-0.7663883924
12.5,116,-0.7434727615
12.5,116.5,-0.7209608762
12.5,117,-0.6988870623
12.5,117.5,-0.677283813
12.5,118,-0.6561815443
12.5,118.5,-0.6356083613
12.5,119,-0.6155898372
12.5,119.5,-0.5961488066
12.5,120,-0.5773051746
12.5,120.5,-0.5590757444
12.5,121,-0.5414740634
12.5,121.5,-0.5245102906
12.5,122,-0.5081910856
12.5,122.5,-0.4925195211
12.5,123,-0.4774950192
12.5,123.5,-0.4631133124
12.5,124,-0.4493664302
12.5,124.5,-0.4362427115
12.5,125,-0.4237268429
12.5,125.5,-0.411799923
12.5,126,-0.4004395522
12.5,126.5,-0.3896199482
12.5,127,-0.3793120859
12.5,127.5,-0.369483861
12.5,128,-0.3601002765
12.5,128.5,-0.3511236508
12.5,129,-0.3425138452
12.5,129.5,-0.3342285107
12.5,130,-0.3262233507
12.5,130.5,-0.3184523984
12.5,131,-0.3108683076
12.5,131.5,-0.3034226528
12.5,132,-0.2960662377
12.5,132.5,-0.2887494101
12.5,133,-0.2814223791
12.5,133.5,-0.2740355335
12.5,134,-0.2665397585
12.5,134.5,-0.2588867475
12.5,135,-0.2510293083
12.5,135.5,-0.2429216588
12.5,136,-0.2345197119
12.5,136.5,-0.2257813465
12.5,137,-0.2166666622
12.5,137.5,-0.2071382162
12.5,138,-0.19716124
12.5,138.5,-0.186703835
12.5,139,-0.1757371442
12.5,139.5,-0.1642355004
12.5,140,-0.1521765483
13,60,-2.336579245
13,60.5,-2.34426282
13,61,-2.351617224
13,61.5,-2.358588307
13,62,-2.365124059
13,62.5,-2.371174897
13,63,-2.376693943
13,63.5,-2.381637262
13,64,-2.385964091
13,64.5,-2.389637037
13,65,-2.392622244
13,65.5,-2.394889545
13,66,-2.396412571
13,66.5,-2.397168847
13,67,-2.39713985
13,67.5,-2.396311042
13,68,-2.394671876
13,68.5,-2.392215773
13,69,-2.388940074
13,69.5,-2.384845966
13,70,-2.379938382
13,70.5,-2.374225879
13,71,-2.367720495
13,71.5,-2.360437582
13,72,-2.35239562
13,72.5,-2.343616021
13,73,-2.334122904
13,73.5,-2.323942872
13,74,-2.313104763
13,74.5,-2.301639401
13,75,-2.289579333
13,75.5,-2.276958565
13,76,-2.263812288
13,76.5,-2.250176607
13,77,-2.236088271
13,77.5,-2.221584398
13,78,-2.206702207
13,78.5,-2.191478761
13,79,-2.175950708
13,79.5,-2.160154033
13,80,-2.144123828
13,80.5,-2.127894059
13,81,-2.111497361
13,81.5,-2.094964834
13,82,-2.078325866
13,82.5,-2.061607961
13,83,-2.044836591
13,83.5,-2.028035061
13,84,-2.011224401
13,84.5,-1.994423263
13,85,-1.977647846
13,85.5,-1.960911843
13,86,-1.944226395
13,86.5,-1.927600078
13,87,-1.911038902
13,87.5,-1.894546328
13,88,-1.878123307
13,88.5,-1.861768334
13,89,-1.845477525
13,89.5,-1.829244704
13,90,-1.813061509
13,90.5,-1.796917518
13,91,-1.780800379
13,91.5,-1.764695964
13,92,-1.748588529
13,92.5,-1.732460889
13,93,-1.716294599
13,93.5,-1.700070147
13,94,-1.683767155
13,94.5,-1.667364583
13,95,-1.650840942
13,95.5,-1.634174504
13,96,-1.617343524
13,96.5,-1.600326452
13,97,-1.583102154
13,97.5,-1.565650121
13,98,-1.547950681
13,98.5,-1.529985206
13,99,-1.511736307
13,99.5,-1.493188028
13,100,-1.474326026
13,100.5,-1.455137741
13,101,-1.435612558
13,101.5,-1.415741947
13,102,-1.395519604
13,102.5,-1.37494156
13,103,-1.354006286
13,103.5,-1.332714777
13,104,-1.311070614
13,104.5,-1.289080018
13,105,-1.266751875
13,105.5,-1.244097744
13,106,-1.221131849
13,106.5,-1.19787105
13,107,-1.17433479
13,107.5,-1.150545024
13,108,-1.126526131
13,108.5,-1.102304805
13,109,-1.077909925
13,109.5,-1.053372409
13,110,-1.02872505
13,110.5,-1.004002334
13,111,-0.9792402477
13,111.5,-0.9544760618
13,112,-0.9297481116
13,112.5,-0.90509556
13,113,-0.8805581516
13,113.5,-0.856175959
13,114,-0.8319891209
13,114.5,-0.8080375765
13,115,-0.7843607961
13,115.5,-0.7609975102
13,116,-0.7379854398
13,116.5,-0.715361029
13,117,-0.6931591828
13,117.5,-0.6714130111
13,118,-0.6501535819
13,118.5,-0.6294096844
13,119,-0.6092076058
13,119.5,-0.5895709214
13,120,-0.5705203018
13,120.5,-0.5520733368
13,121,-0.5342443802
13,121.5,-0.5170444139
13,122,-0.5004809348
13,122.5,-0.4845578651
13,123,-0.4692754859
13,123.5,-0.4546303965
13,124,-0.4406154986
13,124.5,-0.427220007
13,125,-0.4144294856
13,125.5,-0.40222591
13,126,-0.3905877554
13,126.5,-0.3794901104
13,127,-0.3689048155
13,127.5,-0.3588006245
13,128,-0.3491433897
13,128.5,-0.3398962685
13,129,-0.3310199493
13,129.5,-0.3224728969
13,130,-0.3142116134
13,130.5,-0.306190915
13,131,-0.2983642205
13,131.5,-0.2906838502
13,132,-0.2831013338
13,132.5,-0.275567723
13,133,-0.2680339082
13,133.5,-0.2604509347
13,134,-0.2527703192
13,134.5,-0.2449443597
13,135,-0.2369264406
13,135.5,-0.2286713275
13,136,-0.220135451
13,136.5,-0.2112771763
13,137,-0.2020570573
13,137.5,-0.1924380724
13,138,-0.1823858405
13,138.5,-0.1718688154
13,139,-0.1608584578
13,139.5,-0.1493293817
13,140,-0.1372594767
13.5,60,-2.295406381
13.5,60.5,-2.303475611
13.5,61,-2.311224546
13.5,61.5,-2.318598226
13.5,62,-2.325543808
13.5,62.5,-2.332010866
13.5,63,-2.33795166
13.5,63.5,-2.343321393
13.5,64,-2.348078435
13.5,64.5,-2.352184528
13.5,65,-2.355604962
13.5,65.5,-2.358308725
13.5,66,-2.360268627
13.5,66.5,-2.36146139
13.5,67,-2.361867718
13.5,67.5,-2.361472336
13.5,68,-2.360263995
13.5,68.5,-2.358235459
13.5,69,-2.355383456
13.5,69.5,-2.351708615
13.5,70,-2.347215364
13.5,70.5,-2.341911812
13.5,71,-2.335809611
13.5,71.5,-2.328923789
13.5,72,-2.32127257
13.5,72.5,-2.312877173
13.5,73,-2.303761596
13.5,73.5,-2.293952386
13.5,74,-2.283478393
13.5,74.5,-2.272370521
13.5,75,-2.260661464
13.5,75.5,-2.248385438
13.5,76,-2.235577905
13.5,76.5,-2.222275305
13.5,77,-2.208514771
13.5,77.5,-2.194333862
13.5,78,-2.179770285
13.5,78.5,-2.164861633
13.5,79,-2.149645123
13.5,79.5,-2.134157343
13.5,80,-2.118434012
13.5,80.5,-2.10250975
13.5,81,-2.086417854
13.5,81.5,-2.070190104
13.5,82,-2.053856562
13.5,82.5,-2.037445407
13.5,83,-2.020982777
13.5,83.5,-2.004492627
13.5,84,-1.987996611
13.5,84.5,-1.97151398
13.5,85,-1.955061498
13.5,85.5,-1.938653381
13.5,86,-1.922301252
13.5,86.5,-1.906014117
13.5,87,-1.889798364
13.5,87.5,-1.87365777
13.5,88,-1.857593544
13.5,88.5,-1.841604375
13.5,89,-1.825686503
13.5,89.5,-1.809833808
13.5,90,-1.794037913
13.5,90.5,-1.778288308
13.5,91,-1.762572483
13.5,91.5,-1.746876077
13.5,92,-1.731183044
13.5,92.5,-1.715475825
13.5,93,-1.699735531
13.5,93.5,-1.683942141
13.5,94,-1.668074705
13.5,94.5,-1.652111547
13.5,95,-1.636030486
13.5,95.5,-1.61980905
13.5,96,-1.603424698
13.5,96.5,-1.586855042
13.5,97,-1.570078066
13.5,97.5,-1.553072349
13.5,98,-1.535817274
13.5,98.5,-1.518293245
13.5,99,-1.500481887
13.5,99.5,-1.482366244
13.5,100,-1.463930965
13.5,100.5,-1.445162481
13.5,101,-1.426049172
13.5,101.5,-1.406581512
13.5,102,-1.386752214
13.5,102.5,-1.366556348
13.5,103,-1.345991447
13.5,103.5,-1.325057597
13.5,104,-1.303757506
13.5,104.5,-1.282096558
13.5,105,-1.260082843
13.5,105.5,-1.237727172
13.5,106,-1.21504307
13.5,106.5,-1.192046748
13.5,107,-1.168757053
13.5,107.5,-1.145195405
13.5,108,-1.121385704
13.5,108.5,-1.097354225
13.5,109,-1.07312949
13.5,109.5,-1.048742121
13.5,110,-1.024224681
13.5,110.5,-0.999611485
13.5,111,-0.9749384137
13.5,111.5,-0.9502426952
13.5,112,-0.9255626833
13.5,112.5,-0.9009376207
13.5,113,-0.8764073923
13.5,113.5,-0.8520122695
13.5,114,-0.8277926474
13.5,114.5,-0.8037887772
13.5,115,-0.7800404951
13.5,115.5,-0.7565869493
13.5,116,-0.7334663284
13.5,116.5,-0.710715592
13.5,117,-0.6883702058
13.5,117.5,-0.6664638835
13.5,118,-0.6450283377
13.5,118.5,-0.6240930406
13.5,119,-0.6036849984
13.5,119.5,-0.5838285387
13.5,120,-0.5645451155
13.5,120.5,-0.5458531311
13.5,121,-0.5277677774
13.5,121.5,-0.5103008985
13.5,122,-0.4934608754
13.5,122.5,-0.4772525327
13.5,123,-0.4616770715
13.5,123.5,-0.4467320252
13.5,124,-0.4324112422
13.5,124.5,-0.4187048937
13.5,125,-0.4055995081
13.5,125.5,-0.393078031
13.5,126,-0.3811199114
13.5,126.5,-0.3697012131
13.5,127,-0.3587947506
13.5,127.5,-0.3483702493
13.5,128,-0.3383945282
13.5,128.5,-0.3288317042
13.5,129,-0.3196434163
13.5,129.5,-0.3107890688
13.5,130,-0.3022260902
13.5,130.5,-0.2939102077
13.5,131,-0.285795734
13.5,131.5,-0.2778358643
13.5,132,-0.2699829819
13.5,132.5,-0.2621889689
13.5,133,-0.2544055209
13.5,133.5,-0.246584462
13.5,134,-0.2386780582
13.5,134.5,-0.2306393266
13.5,135,-0.2224223384
13.5,135.5,-0.2139825118
13.5,136,-0.2052768943
13.5,136.5,-0.1962644312
13.5,137,-0.1869062178
13.5,137.5,-0.1771657339
13.5,138,-0.167009059
13.5,138.5,-0.1564050654
13.5,139,-0.1453255889
13.5,139.5,-0.1337455751
13.5,140,-0.1216432005
14,60,-2.253074251
14,60.5,-2.261510332
14,61,-2.269636181
14,61.5,-2.277396109
14,62,-2.284736526
14,62.5,-2.291606235
14,63,-2.297956714
14,63.5,-2.303742367
14,64,-2.308920764
14,64.5,-2.313452839
14,65,-2.317303081
14,65.5,-2.320439683
14,66,-2.32283467
14,66.5,-2.324464
14,67,-2.325307633
14,67.5,-2.325349575
14,68,-2.324577892
14,68.5,-2.322984696
14,69,-2.32056611
14,69.5,-2.317322192
14,70,-2.313256855
14,70.5,-2.30837774
14,71,-2.302696088
14,71.5,-2.296226569
14,72,-2.288987113
14,72.5,-2.2809987
14,73,-2.272285155
14,73.5,-2.262872911
14,74,-2.252790772
14,74.5,-2.242069654
14,75,-2.230742324
14,75.5,-2.218843134
14,76,-2.20640774
14,76.5,-2.193472829
14,77,-2.180075837
14,77.5,-2.166254674
14,78,-2.152047446
14,78.5,-2.137492185
14,79,-2.122626584
14,79.5,-2.107487741
14,80,-2.092111911
14,80.5,-2.076534271
14,81,-2.060788696
14,81.5,-2.044907547
14,82,-2.028921479
14,82.5,-2.012859257
14,83,-1.9967476
14,83.5,-1.980611031
14,84,-1.964471752
14,84.5,-1.948349538
14,85,-1.932261648
14,85.5,-1.916222755
14,86,-1.900244899
14,86.5,-1.88433746
14,87,-1.868507146
14,87.5,-1.852758007
14,88,-1.837091463
14,88.5,-1.821506354
14,89,-1.805999011
14,89.5,-1.790563339
14,90,-1.775190919
14,90.5,-1.759871132
14,91,-1.74459129
14,91.5,-1.729336787
14,92,-1.714091263
14,92.5,-1.698836778
14,93,-1.683553997
14,93.5,-1.66822239
14,94,-1.652820434
14,94.5,-1.637325823
14,95,-1.621715692
14,95.5,-1.605966829
14,96,-1.590055909
14,96.5,-1.573959714
14,97,-1.55765536
14,97.5,-1.541120519
14,98,-1.524333644
14,98.5,-1.507274179
14,99,-1.489922772
14,99.5,-1.472261473
14,100,-1.454273931
14,100.5,-1.435945573
14,101,-1.417263773
14,101.5,-1.398218011
14,102,-1.378800014
14,102.5,-1.359003884
14,103,-1.338826209
14,103.5,-1.318266155
14,104,-1.29732554
14,104.5,-1.276008894
14,105,-1.254323493
14,105.5,-1.232279374
14,106,-1.209889336
14,106.5,-1.187168911
14,107,-1.16413632
14,107.5,-1.14081241
14,108,-1.117220566
14,108.5,-1.093386604
14,109,-1.069338646
14,109.5,-1.045106979
14,110,-1.020723886
14,110.5,-0.9962234721
14,111,-0.9716414636
14,111.5,-0.9470150005
14,112,-0.9223824102
14,112.5,-0.8977829712
14,113,-0.8732566654
14,113.5,-0.8488439217
14,114,-0.8245853524
14,114.5,-0.8005214842
14,115,-0.7766924854
14,115.5,-0.753137892
14,116,-0.7298963342
14,116.5,-0.7070052649
14,117,-0.6845006934
14,117.5,-0.6624169251
14,118,-0.6407863104
14,118.5,-0.6196390037
14,119,-0.5990027347
14,119.5,-0.5789025948
14,120,-0.559360839
14,120.5,-0.5403967058
14,121,-0.5220262565
14,121.5,-0.504262235
14,122,-0.4871139503
14,122.5,-0.4705871813
14,123,-0.4546841066
14,123.5,-0.4394032585
14,124,-0.4247395029
14,124.5,-0.410684045
14,125,-0.397224461
14,125.5,-0.3843447558
14,126,-0.3720254466
14,126.5,-0.3602436719
14,127,-0.3489733248
14,127.5,-0.3381852108
14,128,-0.3278472277
14,128.5,-0.3179245675
14,129,-0.3083799382
14,129.5,-0.2991738036
14,130,-0.2902646407
14,130.5,-0.2816092109
14,131,-0.273162844
14,131.5,-0.2648797334
14,132,-0.2567132381
14,132.5,-0.2486161917
14,133,-0.2405412141
14,133.5,-0.232441024
14,134,-0.2242687503
14,134.5,-0.2159782384
14,135,-0.2075243512
14,135.5,-0.1988632599
14,136,-0.1899527241
14,136.5,-0.1807523581
14,137,-0.1712238816
14,137.5,-0.1613313527
14,138,-0.1510413809
14,138.5,-0.1403233195
14,139,-0.1291494346
14,139.5,-0.1174950509
14,140,-0.1053386713
14.5,60,-2.209684086
14.5,60.5,-2.218466767
14.5,61,-2.226950394
14.5,61.5,-2.235078641
14.5,62,-2.242797254
14.5,62.5,-2.250054349
14.5,63,-2.256800698
14.5,63.5,-2.262989983
14.5,64,-2.268579039
14.5,64.5,-2.273528061
14.5,65,-2.277800792
14.5,65.5,-2.281364684
14.5,66,-2.284191024
14.5,66.5,-2.286255044
14.5,67,-2.287535995
14.5,67.5,-2.288017192
14.5,68,-2.287686035
14.5,68.5,-2.286533999
14.5,69,-2.284556602
14.5,69.5,-2.281753337
14.5,70,-2.278127588
14.5,70.5,-2.273686517
14.5,71,-2.268440927
14.5,71.5,-2.262405107
14.5,72,-2.25559665
14.5,72.5,-2.248036262
14.5,73,-2.239747543
14.5,73.5,-2.230756761
14.5,74,-2.22109261
14.5,74.5,-2.210785954
14.5,75,-2.199869567
14.5,75.5,-2.188377858
14.5,76,-2.176346601
14.5,76.5,-2.163812648
14.5,77,-2.150813652
14.5,77.5,-2.137387788
14.5,78,-2.123573468
14.5,78.5,-2.109409072
14.5,79,-2.094932677
14.5,79.5,-2.080181795
14.5,80,-2.065193124
14.5,80.5,-2.050002306
14.5,81,-2.034643694
14.5,81.5,-2.019150144
14.5,82,-2.003552808
14.5,82.5,-1.987880951
14.5,83,-1.972161786
14.5,83.5,-1.956420318
14.5,84,-1.940679219
14.5,84.5,-1.924958708
14.5,85,-1.909276464
14.5,85.5,-1.893647548
14.5,86,-1.878084352
14.5,86.5,-1.862596566
14.5,87,-1.847191163
14.5,87.5,-1.83187241
14.5,88,-1.816641892
14.5,88.5,-1.801498558
14.5,89,-1.786438789
14.5,89.5,-1.771456481
14.5,90,-1.756543144
14.5,90.5,-1.741688025
14.5,91,-1.726878236
14.5,91.5,-1.712098911
14.5,92,-1.697333362
14.5,92.5,-1.68256326
14.5,93,-1.667768818
14.5,93.5,-1.652928993
14.5,94,-1.638021692
14.5,94.5,-1.623023982
14.5,95,-1.607912316
14.5,95.5,-1.592662754
14.5,96,-1.577251192
14.5,96.5,-1.561653593
14.5,97,-1.545846214
14.5,97.5,-1.529805836
14.5,98,-1.513509987
14.5,98.5,-1.496937165
14.5,99,-1.480067048
14.5,99.5,-1.462880706
14.5,100,-1.445360793
14.5,100.5,-1.427491736
14.5,101,-1.409259911
14.5,101.5,-1.390653804
14.5,102,-1.371664156
14.5,102.5,-1.352284101
14.5,103,-1.332509273
14.5,103.5,-1.31233791
14.5,104,-1.291770932
14.5,104.5,-1.270812
14.5,105,-1.249467557
14.5,105.5,-1.227746849
14.5,106,-1.205661922
14.5,106.5,-1.183227607
14.5,107,-1.160461468
14.5,107.5,-1.137383751
14.5,108,-1.114017288
14.5,108.5,-1.090387404
14.5,109,-1.066521785
14.5,109.5,-1.04245034
14.5,110,-1.018205036
14.5,110.5,-0.9938197225
14.5,111,-0.9693299331
14.5,111.5,-0.9447726769
14.5,112,-0.9201862135
14.5,112.5,-0.8956098158
14.5,113,-0.8710835231
14.5,113.5,-0.8466478835
14.5,114,-0.8223436898
14.5,114.5,-0.7982117101
14.5,115,-0.7742924137
14.5,115.5,-0.7506256963
14.5,116,-0.7272506049
14.5,116.5,-0.7042050654
14.5,117,-0.6815256146
14.5,117.5,-0.6592471383
14.5,118,-0.6374026184
14.5,118.5,-0.6160228904
14.5,119,-0.5951364125
14.5,119.5,-0.5747690503
14.5,120,-0.5549438766
14.5,120.5,-0.5356809889
14.5,121,-0.516997347
14.5,121.5,-0.4989066304
14.5,122,-0.4814191184
14.5,122.5,-0.4645415925
14.5,123,-0.448277264
14.5,123.5,-0.4326257253
14.5,124,-0.4175829273
14.5,124.5,-0.4031411827
14.5,125,-0.3892891946
14.5,125.5,-0.376012112
14.5,126,-0.3632916102
14.5,126.5,-0.351105997
14.5,127,-0.3394303434
14.5,127.5,-0.3282366379
14.5,128,-0.3174939639
14.5,128.5,-0.3071686986
14.5,129,-0.2972247307
14.5,129.5,-0.2876236987
14.5,130,-0.2783252436
14.5,130.5,-0.2692872778
14.5,131,-0.2604662657
14.5,131.5,-0.2518175156
14.5,132,-0.2432954787
14.5,132.5,-0.234854055
14.5,133,-0.2264469013
14.5,133.5,-0.2180277417
14.5,134,-0.209550675
14.5,134.5,-0.2009704788
14.5,135,-0.1922429072
14.5,135.5,-0.1833249794
14.5,136,-0.1741752568
14.5,136.5,-0.1647541076
14.5,137,-0.1550239542
14.5,137.5,-0.1449495052
14.5,138,-0.134497966
14.5,138.5,-0.1236392294
14.5,139,-0.1123460439
14.5,139.5,-0.1005941574
14.5,140,-0.08836243679
15,60,-2.165343052
15,60.5,-2.174450829
15,61,-2.183271772
15,61.5,-2.191749011
15,62,-2.199827717
15,62.5,-2.207455407
15,63,-2.214582228
15,63.5,-2.221161221
15,64,-2.22714856
15,64.5,-2.232503769
15,65,-2.237189909
15,65.5,-2.241173746
15,66,-2.244425885
15,66.5,-2.246920875
15,67,-2.248637296
15,67.5,-2.249557804
15,68,-2.249669157
15,68.5,-2.248962213
15,69,-2.247431894
15,69.5,-2.245077131
15,70,-2.241900777
15,70.5,-2.2379095
15,71,-2.233113652
15,71.5,-2.22752711
15,72,-2.221167103
15,72.5,-2.214054019
15,73,-2.206211192
15,73.5,-2.19766467
15,74,-2.188442982
15,74.5,-2.178576878
15,75,-2.168099067
15,75.5,-2.157043947
15,76,-2.145447328
15,76.5,-2.13334615
15,77,-2.120778197
15,77.5,-2.107781819
15,78,-2.094395647
15,78.5,-2.080658315
15,79,-2.06660819
15,79.5,-2.052283105
15,80,-2.037720104
15,80.5,-2.022955196
15,81,-2.008023122
15,81.5,-1.992957133
15,82,-1.977788789
15,82.5,-1.962547762
15,83,-1.947261668
15,83.5,-1.931955911
15,84,-1.916653545
15,84.5,-1.901375156
15,85,-1.886138764
15,85.5,-1.870959745
15,86,-1.855850774
15,86.5,-1.840821785
15,87,-1.825879959
15,87.5,-1.811029721
15,88,-1.796272769
15,88.5,-1.781608116
15,89,-1.767032152
15,89.5,-1.752538725
15,90,-1.738119244
15,90.5,-1.723762791
15,91,-1.709456259
15,91.5,-1.6951845
15,92,-1.680930485
15,92.5,-1.666675483
15,93,-1.652399249
15,93.5,-1.638080225
15,94,-1.623695745
15,94.5,-1.609222251
15,95,-1.59463552
15,95.5,-1.579910889
15,96,-1.565023486
15,96.5,-1.549948463
15,97,-1.534661229
15,97.5,-1.519137684
15,98,-1.503354447
15,98.5,-1.487289078
15,99,-1.4709203
15,99.5,-1.454228211
15,100,-1.43719448
15,100.5,-1.419802544
15,101,-1.402037788
15,101.5,-1.383887707
15,102,-1.365342061
15,102.5,-1.346393013
15,103,-1.327035244
15,103.5,-1.30726606
15,104,-1.287085473
15,104.5,-1.266496266
15,105,-1.245504036
15,105.5,-1.22411722
15,106,-1.202347097
15,106.5,-1.180207771
15,107,-1.157716128
15,107.5,-1.134891783
15,108,-1.11175699
15,108.5,-1.088336549
15,109,-1.064657677
15,109.5,-1.040749871
15,110,-1.016644746
15,110.5,-0.9923758594
15,111,-0.9679785136
15,111.5,-0.9434895491
15,112,-0.9189471196
15,112.5,-0.8943904553
15,113,-0.8698596159
15,113.5,-0.8453952334
15,114,-0.8210382478
15,114.5,-0.7968296368
15,115,-0.7728101418
15,115.5,-0.749019992
15,116,-0.7254986285
15,116.5,-0.7022844311
15,117,-0.6794144491
15,117.5,-0.6569241381
15,118,-0.6348471057
15,118.5,-0.6132148673
15,119,-0.5920566143
15,119.5,-0.5713989963
15,120,-0.5512659192
15,120.5,-0.5316783614
15,121,-0.5126542083
15,121.5,-0.4942081087
15,122,-0.4763513514
15,122.5,-0.4590917665
15,123,-0.4424336495
15,123.5,-0.4263777105
15,124,-0.4109210493
15,124.5,-0.3960571548
15,125,-0.381775932
15,125.5,-0.3680637535
15,126,-0.3549035374
15,126.5,-0.3422748501
15,127,-0.3301540338
15,127.5,-0.3185143575
15,128,-0.307326191
15,128.5,-0.2965571994
15,129,-0.2861725591
15,129.5,-0.2761351903
15,130,-0.2664060079
15,130.5,-0.2569441852
15,131,-0.2477074318
15,131.5,-0.2386522812
15,132,-0.2297343864
15,132.5,-0.2209088215
15,133,-0.2121303873
15,133.5,-0.2033539166
15,134,-0.1945345793
15,134.5,-0.1856281827
15,135,-0.1765914659
15,135.5,-0.167382385
15,136,-0.157960388
15,136.5,-0.1482866755
15,137,-0.1383244467
15,137.5,-0.1280391279
15,138,-0.1173985818
15,138.5,-0.1063732958
15,139,-0.09493654851
15,139.5,-0.08306455257
15,140,-0.07073657257
15.5,60,-2.120163663
15.5,60.5,-2.12957398
15.5,61,-2.138710645
15.5,61.5,-2.147516341
15.5,62,-2.155935761
15.5,62.5,-2.163915912
15.5,63,-2.171406405
15.5,63.5,-2.178359719
15.5,64,-2.184731447
15.5,64.5,-2.190480514
15.5,65,-2.19556937
15.5,65.5,-2.199964156
15.5,66,-2.203634848
15.5,66.5,-2.206555367
15.5,67,-2.208703661
15.5,67.5,-2.210061765
15.5,68,-2.210615826
15.5,68.5,-2.210356102
15.5,69,-2.209276939
15.5,69.5,-2.207376709
15.5,70,-2.204657737
15.5,70.5,-2.201126191
15.5,71,-2.196791952
15.5,71.5,-2.191668468
15.5,72,-2.185772574
